"code","provider","code_en","text","text_en","refs"
"実習内容に対する視点の欠損","AI","lack of perspective on the content of the practical training","- AI_16_039:記録について細かくフィードバックしている印象。実習の具体的な内容に関するフィードバックはあまりしていないように感じる。記録の記載に関して具体的に指摘し、どのように改善するのが適当か指摘している点は良い。一方で医学的な指摘は薄いと感じるため、学生が認識できていない点を示唆するような内容になるとより良い。","- AI_16_039:The impression is that detailed feedback is given on the records. It seems that not much feedback is given on the specific content of the practical training. It is good that specific points are pointed out regarding the entries in the records and how they can be improved. On the other hand, it seems that there is little medical-related feedback, so it would be better if the content suggested points that the students are not aware of.","AI_16_039"
"実習内容に対する言及の欠損","AI","lack of reference to practical training content","- AI_20_106:記録の書き方に着目して実習内容や学びに活かされないフィードバックだと感じる。
- AI_20_108:褒める点が抽象的で、多くが指示的な内容になっている。記録の書き方ではなく、実習に関連する内容のアドバイスがある方がよい。","- AI_20_106:I feel that the feedback is not focused on the way the record is written, and is not being used to improve the content of the practical training or learning.
- AI_20_108:The points that are praised are too abstract, and most of the content is directive. It would be better if there was advice on the content related to the practical training, rather than on how to write the record.","AI_20_106, AI_20_108"
"実習内容に対する詳細な記述","supervisor","Detailed description of the content of the practical training","- SU_07_064:指摘されている点は詳細で具体的でいいのですが、全体を通したfeebackが必要かと思います。","- SU_07_064:The points that are being raised are detailed and specific, but I think that feedback that covers the whole is necessary.","SU_07_064"
"実習内容の指摘の欠損","AI","lack of pointing out of practical training content","- AI_20_103:不足点の指摘ばかりで実習内容に触れられていないため、実習をみられていない印象を受ける。","- AI_20_103:As it only points out the shortcomings and does not mention the content of the practical training, it gives the impression that the practical training was not observed.","AI_20_103"
"実習内容への言及の欠如","AI","Lack of reference to the content of the practical training","- AI_04_017:改善点の記載が多い印象。良い点は患者記録について、情報を記載することの重要性を記載している点。このフィードバック表での改善点はありません。しかしスライド内容が記録に記載されていないので仕方がないことだが、スライド内容のフィードバックがないことが改善点ではある。
- AI_13_155:毎日の記録をつけていないが、毎日の記録をつけている点を評価していて違和感を感じる。日々の実習の中から、経験したこと内容をより深く考え内省を促すフィードバックをしている。患者さんとの接し方について問題として挙げている事には言及がないのでフィードバックが必要。","- AI_04_017:There are many points for improvement. The good points are that it describes the importance of recording information in patient records. There are no points for improvement in this feedback form. However, it is inevitable that the content of the slides is not recorded in the records, but the fact that there is no feedback on the content of the slides is a point for improvement.
- AI_13_155:Although the learner does not keep a daily record, the fact that they do keep a daily record is evaluated, and this feels strange. The feedback encourages the learner to think more deeply about the content of their daily practical work and to reflect on it. There is no mention of the issue of how to interact with patients, so feedback is needed.","AI_04_017, AI_13_155"
"実習態度に対する視点の欠如","AI","lack of perspective on the attitude of the trainee","- AI_13_159:文章が機械的で翻訳調に感じる。良い点を述べた後の正しいくつか改善点が考えられます。という表現。指導医というより文章、論文対策の赤ペン先生。やや重箱の隅を突くような、ピントのズレたフィードバックに感じる。良い点は、実習記録の承認。改善点は、実習態度の評価の追加。
- AI_13_160:正論を記載しているが、学習者もそのように記載することが良いとは認識しつつも実習をこなすためだけに消極的に記載しているように映るので、ややお節介に感じる学習者もいるのではないか。良い点：学習記録の正しい付け方や深め方についてフィードバックしている。改善点：学習態度への言及がないこと。","- AI_13_159:The writing feels mechanical and like a translation. After mentioning the good points, there are some points that could be improved. The expression “rather than a supervising doctor, it is more like a red pen teacher for writing and academic papers. It feels like a bit of nitpicking, and the feedback is a bit off the mark. The good points are the approval of the practical training record. The points for improvement are the addition of an evaluation of the attitude during the practical training.
- AI_13_160:Although the comments are correct, some learners may feel that the comments are a little too involved, as they seem to be written in a way that is only intended to get the learner to complete the practical training, even though the learner is aware that it is good to write in that way. Good points: Feedback on how to correctly keep a learning record and deepen learning. Points for improvement: There is no mention of the learner's attitude.","AI_13_159, AI_13_160"
"実習態度に関する記述","supervisor","Descriptions of practical training attitude","- SU_15_031:実習に対する簡潔なフィードバックである印象。実習態度に関してコメントしている点がよいと感じる一方、実習記録自体に対する言及がごくわずかであるため、具体的なフィードバックがあるとよいと思う。","- SU_15_031:The impression is that it is concise feedback on the practical training. While it is good that it comments on the attitude towards the practical training, there is very little mention of the practical training record itself, so it would be good if there was some specific feedback.","SU_15_031"
"実習態度へのフィードバック","supervisor","feedback on their attitude during the practical training","- SU_13_157:学習者の状況を慮って記載している印象を受ける。学習者の実習態度へのフィードバックがあって良い。学習者の記録についての言及はない。","- SU_13_157:It gives the impression of being written with consideration for the learner's situation. It is good that there is feedback on the learner's attitude towards practice. There is no mention of the learner's record.","SU_13_157"
"実習態度への視点の欠如","AI","lack of perspective on practical training attitude","- AI_13_152:「毎日の記録を丁寧に」と記載があるが、１日分の記録しかなく、フィードバックとしては大袈裟な印象を与え、機械的な印象を受ける。実習内容の記載をより詳細に正確に書くというフィードバックは的確である。改善点は実習態度について触れる。","- AI_13_152:The comment “Carefully record your daily activities” is a little over the top and seems mechanical, as it only refers to a single day's worth of activities. The feedback about writing more detailed and accurate descriptions of the practical training content is accurate. The points for improvement mention the attitude of the trainee.","AI_13_152"
"実習記録に即した言葉","AI","language that is not in line with the practice record","- AI_15_025:実習記録に即したフィードバックである印象。支援的な言葉でフィードバックを行っている点はよいと感じる。feedback 1とfeedback 2でほとんど同じ点に言及しているにも関わらず、受け取る印象が全く異なるのが興味深い。","- AI_15_025:The impression is that the feedback is in line with the practical training record. The fact that the feedback is given in a supportive tone is good. It is interesting that the impression received is completely different, even though feedback 1 and feedback 2 mention almost the same points.","AI_15_025"
"実行に移しやすい具体的な助言","AI","Concrete advice that is easy to put into practice","- AI_17_055:〜するために、〜するといいとおもう、という口調で、目的がはっきりしているため実行に移しやすい","- AI_17_055:The tone is clear and easy to implement because the purpose is clear.","AI_17_055"
"実行に移しやすい助言","AI","Advice that is easy to put into practice","- AI_23_152:毎日の記録をおこなっていないのに、おこなっていると誤解してフィードバックしている点は改善すべきである。そのほかは実践的なフィードバックが多かった。","- AI_23_152:The point that the feedback was given under the misunderstanding that the daily record was being done when it was not should be improved. Other than that, there was a lot of practical feedback.","AI_23_152"
"客観的すぎる助言","AI","Too objective advice","- AI_20_107:具体的な書き方を指摘するフィードバックが客観的すぎるので、質問形式・課題形式であったほうが調べる意欲につながると感じる。","- AI_20_107:The feedback that points out specific ways of writing is too objective, so I feel that it would be better if it was in the form of questions or assignments, as that would motivate me to do more research.","AI_20_107"
"寄り添う姿勢の表明","supervisor","Expression of a supportive attitude","- SU_08_073:学生の主体性を大切にする、寄り添う姿勢重視の良いフィードバックだとは思うが、具体的な目標設定や改善点も１つは指摘してあげると良いと思う。","- SU_08_073:I think it is good feedback that emphasises the importance of the student's initiative and a supportive attitude, but I think it would be good to also point out one specific goal or point for improvement.","SU_08_073"
"専門家としての立場からのコメント","supervisor","comments from the perspective of an expert","- SU_13_150:良い点：研修医の気づいていない重要な、「退院するための長期的課題」について目を向けさせるフィードバック、実習記録の不備についても触れている。悪い点：日常の業務のフィードバックは具体的な描写はなく漠然としている。本人の学びのHIEの画像や、今後の課題で挙げた呼吸器管理についてのフィードバックは挙げられていない。
- SU_13_154:経験した症例の稀である位置付けを示して、一方、典型例の学習を勧めている。改善点は、レポートとしての不備の指摘がない。","- SU_13_150:Good points: The feedback draws the trainee's attention to important long-term issues that they may not have been aware of, and also touches on the inadequacy of the practical training record. Bad points: The feedback on daily work is vague, with no specific description. There is no feedback on the trainee's learning HIE images or on respiratory management, which was listed as a future issue.
- SU_13_154:Indicates the rarity of the case experienced, while also recommending learning of typical cases. The improvement point is that there is no indication of deficiencies in the report.","SU_13_150, SU_13_154"
"専門家としての見地からの記述","supervisor","description from specialist perspective","- SU_11_117:feedback1に比較してあっさりとしていて量は少ない。よくできている点について褒める記載が少ない。一方で学生向け教科書では取り上げられにくそうな、評価ツールの適応制限と限界について触れていて、実地診療という面からは有用な情報と思う。大事なことを一つだけ伝えてくれる、無口な指導医、だろうか。","- SU_11_117:Compared to feedback1, this is brief and less detailed. There are few comments praising the good points. On the other hand, it mentions the limitations and the boundaries of the evaluation tool, which are unlikely to be covered in textbooks for students, and I think it is useful information from the perspective of practical clinical training. Perhaps it is a quiet supervisor who only tells you the important things.","SU_11_117"
"専門家としての見地にたった助言","supervisor","Advice from the perspective of an expert","- SU_08_076:医学生が学んだ疑問に対して、専門家として答えている点が非常に良いと思うが、医学生が改善すべき点を1つで良いので具体的に示すとより良いと思う。","- SU_08_076:I think it is very good that the expert answers the questions the medical student has learned, but I think it would be even better if the medical student was given one specific point to improve on.","SU_08_076"
"専門家としての関心に寄りすぎた記述","supervisor","Descriptions that are too focused on the interests of the expert","- SU_10_110:末梢神経検査の機会が少ないことは理解できるが、全ての医学生が学ぶべき内容なのかは疑問が残る。そこを強調したフィードバックは優先順位づけの点で問題があると考える。医学生にとって適切な学修目標の設定が望まれる。
- SU_10_116:common diseaseのcommon presentationの事例を低く見ている評価者の姿勢が文面から示唆される点が、医学生へ与える影響が懸念される。医学生の目指すべき到達点について、医学生と評価者の間で明確な形で共有しておくことが望ましいと考えられる。","- SU_10_110:It is understandable that there are few opportunities to do peripheral nerve examinations, but I wonder whether this is something that all medical students should learn. I think that feedback that emphasises this point has problems in terms of prioritisation. It is hoped that appropriate learning goals will be set for medical students.
- SU_10_116:The evaluator's attitude, which seems to regard the case of a common presentation of a common disease as unimportant, is suggested by the text, and I am concerned about the impact this will have on the medical students. It would be desirable for the evaluator and the medical student to share in a clear way the goals that the medical student should aim for.","SU_10_110, SU_10_116"
"少ない記述への抽象的な指摘","supervisor","Abstract indication of points for description","- SU_14_009:学生の記述が少なく、教員側からのフィードバックも頑張ってください。という抽象的な言葉になっている。","- SU_14_009:There were few descriptions by the students, and the feedback from the teachers was also abstract.","SU_14_009"
"応援の言葉","supervisor","Words of encouragement","- SU_09_090:実習がんばってくださいね、は応援の言葉ではありますがフィードバックにはならないように思います","- SU_09_090:Good luck with the practical training! is a supportive comment, but I don't think it's feedback","SU_09_090"
"意味としての統合性の破綻","AI","breakdown of integrity as meaning","- AI_07_053:良いところの具体例が最初に上げられていることはよいと思います。「毎日きちんと記録をつけており」と記載しながら「記載がない日もあるので」と論理が破綻しています。私が見た限りは日付は連続しているため、これはfeedbackが正しいことを言っていないと判断しました。個々のセグメントでは問題なくてもトータルで文章を見たとき違和感が残ります。","- AI_07_053:I think it is good that specific examples of what is good are given at the beginning. The logic breaks down when it says “I keep a record every day” but then says “there are days when there is no record”. As far as I can see, the dates are consecutive, so I judged that this feedback was not correct. Even if there are no problems with each individual segment, there is still a sense of discomfort when looking at the text as a whole.","AI_07_053"
"感情に訴えるフィードバック","supervisor","Feedback that appeals to emotions","- SU_04_008:医学生と一緒に勤務をしていくという気持ちが伝わってくる内容です。良い点は上記と同様です。改善点は特にないです。","- SU_04_008:The content conveys the feeling of working together with medical students. The good points are the same as above. There are no points for improvement.","SU_04_008"
"感情を感じる表現","AI","expressions that convey emotion","- AI_17_052:！も使用されていて、文章が単調に感じない点が良かった","- AI_17_052:The use of ! was also good, and the text did not feel monotonous.","AI_17_052"
"感情的な部分へのフィードバックの欠如","AI","Lack of feedback on the emotional aspects","- AI_05_023:この学生は学んだこととして、嚥下機能が低下した患者の回復を感動をもって記載している。このような学生の素晴らしい記載に言及することなく、他の部分の記載を元に具体的に記載するように求めるコメントは、ややこの学生の記録内容に対する指導医のフィードバックとしてはポイントがずれているように思う。","- AI_05_023:This student has written about the recovery of a patient with impaired swallowing function with great emotion. I think that the comment, which asks the student to write specifically based on the other parts of the description without mentioning this student's excellent description, is somewhat off the point as feedback from the supervising doctor on the content of this student's record.","AI_05_023"
"感想のみの記述","supervisor","Only impressions","- SU_16_041:感想に終始している印象。学生の努力を評価していることを示している点で良いと思う。一方で具体的なフィードバックが不足している。","- SU_16_041:The impression is that it is just a comment. I think it is good that it shows that the student's efforts are being evaluated. On the other hand, there is a lack of specific feedback.","SU_16_041"
"承認と改善点のバランスの良さ","AI","Good balance between approval and points for improvement","- AI_07_056:正確な指摘がされています。positiveとconstrictiveなものが織り交ぜられており良質なfeedbackと考えます。
- AI_07_060:positiveから入り具体的で建設的なfeedbackが入っておりかつポイントも多すぎずよくできたfeedbackです。","- AI_07_056:The points made are accurate. I think it is good quality feedback because it is a mixture of positive and constructive feedback.
- AI_07_060:This is a well-written report that starts with positive feedback, is specific and constructive, and doesn't have too many points.","AI_07_056, AI_07_060"
"承認における具体性の欠如","AI","Lack of specificity in recognition","- AI_04_011:医学生の記録を読んで記載していることが分かる内容。良い点はさらに具体的にドレーンの手順や注意点を記載すると学習になることを提示している点。改善点は、改善するところは詳細に記載があるが、逆に学習者を褒めることについては詳細な記載がないこと。","- AI_04_011:The content shows that the student has read and recorded the medical student's notes. The good points are that it suggests that learning will be enhanced if the procedure and precautions for the drain are described in more detail. The points for improvement are that, although there are detailed descriptions of what needs to be improved, there are no detailed descriptions of what the learner should be praised for.","AI_04_011"
"抽象的な改善点","supervisor","Abstract points for improvement","- SU_11_130:支援的なコメントはある。それだけ。報告を求める言葉があるが、何を追加で報告して欲しいのかがわからない。","- SU_11_130:There are supportive comments. That's all. There are words asking for a report, but it's not clear what the person wants to be reported in addition.","SU_11_130"
"抽象的な記述","supervisor","Abstract description","- SU_09_085:分量は少なく具体的ではないものの、勇気づけられるフィードバックだと思います
- SU_09_092:支援的で、かつ学習者自身の行動についてフィードバックされていますが、あまり具体的な指導ではないように思われます。
- SU_09_096:「問題ありません」は何が問題ないのかなど具体的なことは不明瞭でフィードバックはされていません。
- SU_10_101:・発表が勉強になる内容であったとのことだが、どこがどのように勉強になったかの言及がなく、学生の良い点を直接伝えることに失敗している。・一例一例丁寧に考える習慣、という次のステップが、測定困難。・ただし、次のステップを1つに絞っていることは、優先順位という点では優れているかもしれない。
- SU_10_107:最終日の午後の実習内容にフィードバックが限定されている。そのフィードバックも具体性に欠ける(実習中に具体的なフィードバックを行っているかもしれないが、この文章からは読み取れない)。他の実習内容にも同様のフィードバックが出来れば良い。
- SU_10_113:指摘している点は良いが、もう少し具体的な内容に言及した方が、学習者には理解しやすいと考えられる。
- SU_11_126:ポジティブな評価であるが総花的で次につながる課題（良くも悪くも）の指摘がない。","- SU_09_085:Although it was not very long and not very specific, I think it was encouraging feedback.
- SU_09_092:It is supportive and provides feedback on the learner's own actions, but it doesn't seem to be very specific guidance.
- SU_09_096:The feedback is not specific enough, as it does not say what is ‘not a problem’.
- SU_10_101:・The presentation was said to be educational, but there was no mention of how or what was learned, and the student's good points were not directly conveyed. ・The next step, which is to develop the habit of thinking carefully about each example, is difficult to measure. However, focusing on one next step may be good in terms of prioritisation.
- SU_10_107:The feedback is limited to the content of the afternoon practical session on the final day. The feedback also lacks specificity (although it may have been given during the practical session, this cannot be ascertained from the text). It would be good if the same feedback could be given for other practical sessions.
- SU_10_113:The points raised are good, but it would be easier for the learner to understand if the feedback referred to more specific content.
- SU_11_126:It is a positive evaluation, but it is too general and does not point out the next task (for better or worse).","SU_09_085, SU_09_092, SU_09_096, SU_10_101, SU_10_107, SU_10_113, SU_11_126"
"指導側の限界の表明","supervisor","indication of limitations of teaching staff","- SU_11_121:「蘇生解除」という誤字を指摘していない。指導者側の限界、不足点に言及しており直接的に学習者の力量向上につながる内容ではないが、学習者側にとっては好感を覚える記載ではないかと思う。「先輩医師からの励まし」が伝わる記載だと思う。","- SU_11_121:You have not pointed out the mistake of ‘resuscitation termination’. Although you have mentioned the limitations and shortcomings of the instructor, and this is not content that will directly lead to the improvement of the learner's ability, I think that this is a description that will be well received by the learner. I think that this is a description that conveys ‘encouragement from senior doctors’.","SU_11_121"
"指導医として質問を歓迎する姿勢の表明","supervisor","Lack of expression of a welcoming attitude to questions as a supervisor","- SU_14_014:実習で遠慮なく聞いてほしいことが書かれていて、実習時ききやすい。改善点が書かれていない。","- SU_14_014:It is easy to ask questions during the practical training because it says what you should feel free to ask. There are no points for improvement.","SU_14_014"
"指導医とのやり取りを促す助言","AI","advice encouraging interaction with the supervising doctor","- AI_10_107:概ね具体的なフィードバックが行われている。しかし、手技に関しては手技の手順そのものではなく、指導教官とのやり取りの提案をするに留まっている。","- AI_10_107:In general, specific feedback is given. However, with regard to the techniques, it only proposes interaction with the supervisor, rather than the actual procedure of the technique itself.","AI_10_107"
"指導医の個性","supervisor","Characteristics of the supervising doctor","- SU_15_032:簡潔なフィードバックである印象。指導医の個性がにじみ出た大変興味深いフィードバックである。","- SU_15_032:The impression is that it is concise feedback. It is very interesting feedback that shows the personality of the supervising doctor.","SU_15_032"
"提案内容での具体性の不足","supervisor","lack of specificity in the suggestions","- SU_05_018:（良い点）実際の担当患者の病態やそれに伴う経験を意識したフォードバックとなっている。（改善点）記述量はが少ない。提案内容がやや具体的でない。","- SU_05_018:(Good points) The feedback is based on an awareness of the actual patient's condition and the experience that goes with it. (Points for improvement) The amount of description is small. The content of the suggestions is a little imprecise.","SU_05_018"
"支持的な内容のみの記述","supervisor","Only supportive content","- SU_07_060:具体的な指摘ポイントがありません。支持的ではありますが成長を促す具体的な点がありません。","- SU_07_060:There are no specific points for improvement. It is supportive, but there are no specific points to encourage growth.","SU_07_060"
"支持的な文調","supervisor","Supportive tone","- SU_14_007:肯定的な言葉で書かれていて、改善点を無理に導き出そうとしていない点がいいなと感じた。","- SU_14_007:I felt that it was good that it was written in a positive way and did not try to forcefully derive points for improvement.","SU_14_007"
"支持的な言葉","supervisor","Supportive words","- SU_13_153:学習者の経験を承認している。今の実習のスタイルをより強化するよう支持的な言葉を使っている。改善点は、具体的な本人が感じている課題に関する形成的なフィードバックがない。
- SU_20_104:難しい症例であることに言及して応援の言葉があるので気に掛けられている印象を受ける。","- SU_13_153:approves of the learner's experience. Uses supportive language to reinforce the current style of practical training. The improvement point is that there is no specific formative feedback on the learner's own issues.
- SU_20_104:The fact that it mentions that it is a difficult case and gives words of encouragement gives the impression that they are being looked after.","SU_13_153, SU_20_104"
"支援的な助言","AI"," Supportive advice","- AI_09_096:記載内容について肯定的なコメントがされ、具体的なフィードバックがされていますが、内容はポートフォリオの書き方に偏っているようにも思われます","- AI_09_096:The content of the feedback is positive, and specific, but it seems to focus on how to write the portfolio","AI_09_096"
"支援的な口調","supervisor","Supportive tone","- SU_23_163:支援的な声かけが中心であった。このようなフィードバックの方が学生のモチベーション向上に寄与するのではと感じた。","- SU_23_163:The feedback was mainly supportive. I felt that this kind of feedback would contribute to improving the student's motivation.","SU_23_163"
"支援的な文調","supervisor","supportive tone","- SU_15_024:簡潔であるが丁寧なフィードバックである印象。知識の補足に加え、追加で調べる糸口までもが具体的に提示されている。また、抄読会での発表のねぎらいの言葉も含まれており、支援的なフィードバックである。
- SU_18_081:学生に対する支援的な言葉がけは素晴らしいと思います。一方で、学生の記載に対する改善点は何か挙げたほうが良いと感じました。","- SU_15_024:The impression is that the feedback is concise but polite. In addition to supplementing knowledge, it also specifically presents clues for further research. It also includes words of appreciation for the presentation at the seminar, so it is supportive feedback.
- SU_18_081:I think the supportive words you use with the students are wonderful. On the other hand, I felt that it would be better to also point out what needs to be improved in the students‘ descriptions.","SU_15_024, SU_18_081"
"支援的な表現","supervisor","Supportive expressions","- SU_10_105:支援的な言葉では優れている。具体的な良い点と改善点を記載できるとより良くなる。","- SU_10_105:It is excellent in terms of supportive language. It would be even better if it included specific points of good practice and areas for improvement.","SU_10_105"
"支援的な言葉","AI","Supportive language","- AI_15_025:実習記録に即したフィードバックである印象。支援的な言葉でフィードバックを行っている点はよいと感じる。feedback 1とfeedback 2でほとんど同じ点に言及しているにも関わらず、受け取る印象が全く異なるのが興味深い。","- AI_15_025:The impression is that the feedback is in line with the practical training record. The fact that the feedback is given in a supportive tone is good. It is interesting that the impression received is completely different, even though feedback 1 and feedback 2 mention almost the same points.","AI_15_025"
"支援的な言葉","supervisor","Supportive words","- SU_09_093:支援的でかつ具体的な行動に基づいたFBがされています。学生はこのようなFBがもらえると憂いしいのではないでしょうか。あえて改善点をつけるとすれば記載されたすべての内容についてFBされているわけではない点でしょうか。","- SU_09_093:It is supportive and provides feedback based on specific actions. I think the student would be happy to receive this kind of feedback. If I were to make a point for improvement, it would be that not all of the content is provided in the feedback.","SU_09_093"
"支援的な言葉の不足","supervisor","Lack of supportive language","- SU_22_136:支援的な言葉が不十分
- SU_22_138:支援的な言葉が皆無","- SU_22_136:There is not enough supportive language
- SU_22_138:There is no supportive language at all","SU_22_136, SU_22_138"
"改善のための指摘過多","AI","Too many points for improvement","- AI_04_002:項目を分けて「伝えよう」とする意欲を感じる。詳細例を記載して、どのようなことを学ぶべきか、記載していくとより学習になるかが記載されていると感じた。改善点の記載が多く、学んだこと・記載内容に対して褒める要素が少なく感じた。
- AI_04_004:記録を書いていることを褒めつつ、医学生の記録への改善点の項目が多い印象。良い点は項目ごとにフィードバックすることを分けているので分かりやすい点。改善すべき点は、特に学んだことが抽象的とコメントがあったが、詳細に記載している部分もあるように感じ、医学生（記載者）と評価者でずれがあるように感じた。
- AI_04_005:改善点が多く羅列されている印象。良い点として改善すべきところの具体性を記載していたこと。改善点としては具体的な記載例が記載されていたが、医学生としてはハードルが高いように感じられた点。
- AI_04_006:一目見てフィードバック量が多いと感じた。良い点として褒めて伸ばしている点。改善すべき点としてフィードバック内容が全体的に抽象的に思いました。","- AI_04_002:I get the impression that he is trying to motivate students to “communicate” by separating the items into different categories. I feel that it would be more useful if he included more detailed examples of what students should learn. I feel that there are too many areas for improvement, and not enough praise for what students have learned and what they have written.
- AI_04_004:While praising the fact that they are writing records, there are many items for improvement in the records of medical students. A good point is that feedback is given for each item, so it is easy to understand. As for points that need to be improved, there were comments that what was learned was abstract, but I felt that there were also parts that were described in detail, and there seemed to be a gap between the medical students (those writing the records) and the evaluators.
- AI_04_005:The impression was that there were many points listed for improvement. As a good point, the fact that the areas for improvement were described in concrete terms. As points for improvement, there were specific examples given, but as a medical student, I felt that these were too high a hurdle.
- AI_04_006:At a glance, I felt that there was a lot of feedback. As a good point, the fact that the feedback was given in a way that encouraged the student. As points for improvement, I felt that the feedback was generally too abstract.","AI_04_002, AI_04_004, AI_04_005, AI_04_006"
"改善の具体例の欠失","supervisor","Missing specific examples of improvement","- SU_04_007:実習が充実しているものであることを褒めている。良い点としては積極的な研修を褒めている点。改善点としては具体例の記載がないように感じた。","- SU_04_007:It praised the fact that the practical training was fulfilling. As for good points, it praised the students for their proactive training. As for areas for improvement, I felt that there were no specific examples given.","SU_04_007"
"改善法の具体性不足","supervisor","Lack of specificity in suggestions for improvements","- SU_19_085:今後の実習で行うことについての指示は含まれているが、具体性に欠けている。患者の病状を理解するために収集する一般的な項目や、疾患に特有の項目について、知識の共有あるいは学習課題としての提示があると、医学生の学習につながると思う。","- SU_19_085:The instructions for what to do in future practical training are included, but they lack specificity. I think that if there were a presentation of general items to be collected in order to understand the patient's condition, as well as items specific to the disease, as a means of sharing knowledge or as a learning task, it would lead to learning for medical students.","SU_19_085"
"改善法の提示不足","supervisor"," lack of presentation of improvement methods","- SU_16_039:学生の取り組むべき課題として将来につながる指摘をしているが、やや抽象的に感じる。臨床における経験も含めて学習項目として脊髄の高位診断を学ぶことの重要性を分かりやすく示せている。一方で具体的にどのような学習を行えば良いかという指摘が不足しているため、より具体的な指摘が欲しい。","- SU_16_039:The points made are suggestions for the student to work on that will lead to future improvement, but they feel a little abstract. The importance of learning high-level spinal cord diagnosis as a learning item, including clinical experience, is clearly shown. On the other hand, there is a lack of specific suggestions for what kind of learning should be done, so I would like more specific suggestions.","SU_16_039"
"改善点における具体性の不足","supervisor","lack of specificity in suggestions for improvement","- SU_16_036:重要な示唆を含んでいるが、やや抽象的な印象。診察技能の習得が実臨床で非常に重要であることを示唆しており、学習的な内容になっている点が良い。一方で改善方法に関しては抽象的であり、学生にとっては少々不親切である。より詳細なフィードバックになると良いと考える。","- SU_16_036:It contains important suggestions, but it seems a little abstract. It suggests that acquiring examination skills is very important in real clinical practice, so I think it is good that it is educational content. On the other hand, the suggestions for improvement are a little abstract, so it is a little unfriendly to students. I think it would be better if the feedback was more detailed.","SU_16_036"
"改善点のみの指摘","supervisor","Only pointing out areas for improvement","- SU_06_051:できていないことの評価はなされており改善案も提案されているが、できていることにおける評価は特に記載がなされていない。","- SU_06_051:The things that were not done are evaluated, and suggestions for improvement are given, but there is no specific mention of the things that were done well.","SU_06_051"
"改善点の不明確さ","supervisor","Unclear points for improvement","- SU_05_034:良い点：学生の次の課題を示している。悪い点：「適切なアセスメント」とはどの部分を指すのか明瞭でない。","- SU_05_034:Good points: It indicates the student's next task. Bad points: It is not clear which part is meant by ‘appropriate assessment’.","SU_05_034"
"改善点の例示","AI","example of improvement","- AI_16_044:詳細にフィードバックされている印象。具体例も合わせて分かりやすく記載されている点が良い。行替えを適切に行うとより見やすくなると考える。","- AI_16_044:The impression is that the feedback is detailed. The fact that it is written in an easy-to-understand way, with specific examples, is good. I think it would be easier to read if the lines were broken up appropriately.","AI_16_044"
"改善点の具体性の不足","supervisor","Lack of specificity in points for improvement","- SU_06_035:意欲的、積極的に取り組むよう促している。具体的なフィードバックはない。","- SU_06_035:It encourages students to be motivated and proactive. There is no specific feedback.","SU_06_035"
"改善点の指摘","supervisor","Indication of areas for improvement","- SU_08_079:学生に寄り添いつつ改善点を指摘しており、良いフィードバックと思う。","- SU_08_079:I think this is good feedback because it points out areas for improvement while also being supportive of the student.","SU_08_079"
"改善点の指摘不足","supervisor","lack of suggestions for improvement","- SU_16_037:医学的に重要な指摘を含んでおり学習になる内容だと思うが、指摘の量が不足しており文章の書き方も少々不親切に感じる。医学知識の認識違いを指摘している点で勉強になるが、指摘が医学的内容に終始しており、学生にとっては今後の取り組みの改善につながる指摘が欲しい。
- SU_16_046:学生が実習に積極的に取り組んでいたことがわかる記載になっている。学生が実習中に示した姿勢等の良い点が指摘されている点は良いが、学生の課題改善につながるような指摘が全く無い点が残念である。
- SU_18_078:学生の記載に対する改善点を指摘すると良いと思います。
- SU_19_086:実習中に学生が経験した内容や達成した課題について触れているのがよい。ただ、今後の課題として学生が挙げた内容に対するコメントが少ないように思う。","- SU_16_037:I think the content is educational, as it includes important medical points, but the amount of points is insufficient, and the way the text is written feels a little unfriendly. It is educational in that it points out misunderstandings of medical knowledge, but the points are limited to medical content, and I would like the points to lead to improvements in future approaches for students.
- SU_16_046:The description shows that the student was actively engaged in the practical training. It is good that the positive points shown by the student during the practical training are pointed out, but it is a pity that there are no points that lead to improvements in the student's work.
- SU_18_078:I think it would be good to point out areas for improvement in the student's writing.
- SU_19_086:It is good that it mentions the content that the students experienced and the issues they achieved during the practical training. However, I think that there are few comments on the content that the students mentioned as issues for the future.","SU_16_037, SU_16_046, SU_18_078, SU_19_086"
