"id","code","category","sub_theme","theme","provider","sub_theme_en","theme_en","code_en","text","text_en","refs"
"AI-069","医学的な視点の欠如","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","lack of a medical perspective","- AI_21_127:学生記録の記載内容を改善することで学生の学習を促している。学生の記録内容からのみのフィードバックになっており、直接的に関連する医学的知識や視点の提示があると良い。
- AI_21_128:学生記録の記載の改善やそれを通しての学びを促すフィードバックが主である。具体的に臨床的な内容、知識を提示したり、指針を示す内容が加わるとよい。
- AI_21_129:学生記録の記載の改善やそれを通しての学びを促すフィードバックが主である。具体例を出しながら改善点を示している点は良かった。具体的に臨床的な内容、知識を提示したり、指針を示す内容が加わるとよい。
- AI_21_130:学生記録の記載の改善やそれを通しての学びを促すフィードバックが主である。学生の良い点を明確に示して評価している点が良い。具体的に臨床的な内容、知識を提示したり、指針を示す内容が不足している。","- AI_21_127:The student's learning is encouraged by improving the content of the student records. The feedback is given based on the content of the student records, so it would be good if there was also some presentation of directly related medical knowledge and viewpoints.
- AI_21_128:The main points of the feedback are related to improving the content of the student records and encouraging learning through this. It would be good if there were also specific clinical content and knowledge presented, as well as content that provides guidelines.
- AI_21_129:The main focus is on improving the student records and providing feedback to encourage learning through this. It was good that specific examples were given to show areas for improvement. It would be good to add specific clinical content, knowledge, and guidance.
- AI_21_130:The main focus is on improving the student records and providing feedback to encourage learning through this. It was good that the student's good points were clearly shown and evaluated. There is a lack of specific clinical content, knowledge, and guidance.","AI_21_127, AI_21_128, AI_21_129, AI_21_130"
"AI-070","医学的な視点の欠損","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","lack of medical perspective","- AI_16_037:記録の方法について具体的な改善策を指摘している一方で、記載内容について医学的な視点からのフィードバックは薄い印象。指示は具体的に項目も挙げてあり、分かりやすい。一方で医学的な知見からの指摘がほしい。
- AI_16_039:記録について細かくフィードバックしている印象。実習の具体的な内容に関するフィードバックはあまりしていないように感じる。記録の記載に関して具体的に指摘し、どのように改善するのが適当か指摘している点は良い。一方で医学的な指摘は薄いと感じるため、学生が認識できていない点を示唆するような内容になるとより良い。
- AI_16_040:記載内容に対して具体的にフィードバックがなされている印象。指摘が具体的で理解しやすい。一方で医学的な改善策について具体的な指摘が少ない。医学的な手技などに対する指摘が欲しい。
- AI_16_041:記載内容のフィードバックに終始しており、日々の取り組みに関する記載が少ない印象。記録の記載方法について具体的なフィードバックがなされている点が良い。一方で、発表の内容などを把握できないために、フィードバック内容が記載内容のみに終始してしまっている点が残念である。
- AI_16_048:学生の記録内容について詳細にフィードバックされている印象。具体例も含めて分かりやすくフィードバックされている点が評価できる。一方で医学的な指摘がほとんど見られないように感じる。どのような所見に注目したり、どのように学んだりすれば良いかアドバイスが得られるとさらに良い。
- AI_17_063:「具体的に書いて」というフィードバックではなく、医学的な補足知識がほしい。","- AI_16_037:While specific improvement measures are pointed out regarding the method of recording, there is a lack of feedback from a medical perspective regarding the content of the records. The instructions are specific and easy to understand. On the other hand, I would like to see points made from a medical perspective.
- AI_16_039:The impression is that detailed feedback is given on the records. It seems that not much feedback is given on the specific content of the practical training. It is good that specific points are pointed out regarding the entries in the records and how they can be improved. On the other hand, it seems that there is little medical-related feedback, so it would be better if the content suggested points that the students are not aware of.
- AI_16_040:The impression is that specific feedback is given on the content of the entries. The points are specific and easy to understand. On the other hand, there is little specific feedback on medical improvement measures. I would like to see feedback on medical techniques, etc.
- AI_16_041:The feedback is limited to the content of the description, and there is little mention of day-to-day efforts. It is good that specific feedback is given on how to record the information. On the other hand, it is a pity that the feedback is limited to the content of the description, as it is not possible to grasp the content of the presentation.
- AI_16_048:The impression is that the student's record is being given detailed feedback. The fact that the feedback is given in an easy-to-understand way, including specific examples, is commendable. On the other hand, it seems that there are hardly any medical points raised. It would be even better if advice was given on what points to focus on and how to learn.
- AI_17_063:I would like to have supplementary medical knowledge, rather than feedback that says “write in more detail”.","AI_16_037, AI_16_039, AI_16_040, AI_16_041, AI_16_048, AI_17_063"
"AI-071","医学的な誤りの見逃し","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","Failure to spot medical errors","- AI_11_120:「脈不正」や「ホルダー心電図」という誤字を指摘していない。記録の記載内容に即したフィードバックであるが、心電図の撮り方などは教わることになっていた内容だったのだろうか？実習内容次第では「そんなことできなかったのに」という反発を受けることになりそう。カリキュラム上はやることになっていたのかもしれないが。
- AI_11_121:「蘇生解除」という誤字を指摘していない。無難に次の課題を指摘している。feedback1と比較して、感情的な記載はなく、よく言えば正確、普通に言えば事務的、悪く言えば平板。平均点・正解を基準に置いて、そこから劣る部分の指摘は十分にしているな、と思った。","- AI_11_120:The reviewer did not point out the errors in the words “pulse irregularity” and “electrocardiogram holder”. The feedback was in line with the content of the record, but was the content of the ECG taking, etc. something that was supposed to be taught? Depending on the content of the practical training, it seems that there may be a backlash of “I couldn't do that”. Maybe it was supposed to be done on the curriculum.
- AI_11_121:The reviewer did not point out the typo “resuscitation cancellation”. They pointed out the next task in a safe way. Compared to feedback1, there was no emotional description, and to put it nicely, it was accurate, to put it normally, it was businesslike, and to put it badly, it was flat. I thought that they had set the average score and correct answers as the standard and had sufficiently pointed out the inferior parts from there.","AI_11_120, AI_11_121"
"AI-072","医学的内容の理解不十分","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","Inadequate understanding of medical content","- AI_10_113:血糖値の時系列記載から、インスリン投与後の血糖値の変化を読み取れないのは、フィードバックを行う側の限界を示唆している。体調管理を見直すきっかけが、今回のフィードバックの対象かどうかは検討の余地がある。","- AI_10_113:The fact that the change in blood sugar levels after insulin administration cannot be read from the chronological description of blood sugar levels suggests the limitations of the person giving the feedback. There is room for consideration as to whether the feedback is intended to be a trigger for reviewing physical condition management.","AI_10_113"
"AI-073","医学的専門性の欠失","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","lack of medical expertise","- AI_15_021:実習記録に対して丁寧なフィードバックがなされている印象。具体的な改善案を提案している点はよいと感じるが、低血糖の治療の適応基準や治療根拠が（他の内容と比較して）それほど重要な点とは思えず、医学的な知識が欠落した指摘をしているように感じる。","- AI_15_021:The impression is that the feedback is very detailed and thorough. I think it is good that specific improvement suggestions are being made, but I don't think that the criteria for treatment of hypoglycemia and the rationale for treatment are that important (compared to the other content), and I feel that the points being made lack medical knowledge.","AI_15_021"
"AI-074","医学的知識に基づかない助言","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","Advice that is not based on medical knowledge","- AI_22_143:具体例として示されているのが、あまり医学的専門性に基づいていないアイデアである","- AI_22_143:The specific examples given are ideas that are not based on much medical expertise","AI_22_143"
"AI-075","医学的知識の欠損","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","lack of medical knowledge","- AI_15_024:一見して丁寧であるが、よく読むと粗雑なフィードバックである。胸腔鏡カメラの使い方、運針など比較的些末な点に固執し、さらにその具体的なフィードバックにおいては正確な知識を欠いている。","- AI_15_024:At first glance, it seems polite, but on closer inspection, it is crude feedback. It is fixated on relatively trivial points such as the use of thoracoscopic cameras and needlework, and furthermore, the specific feedback lacks accurate knowledge.","AI_15_024"
"AI-076","医学的知識を踏まえない助言","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","advice that does not take into account medical knowledge","- AI_18_071:いきなり記録の欠点を指摘するのは支援的とは言えないと思います。具体的な議論内容や手技について記載するようにアドバイスするのは良いですが、「レビー小体型認知症で反射亢進したり不随運動をきたすのか調べる」という今後の課題に対して、「具体的な機序や臨床症状の例を挙げるとよいでしょう」というアドバイスは頓珍漢だと思いました。
- AI_19_100:記録に沿ったフィードバックがなされており、具体性のある指摘もされている。ただ、「動脈採血の手技をする」という記載に対して、改善例として挙げられている「具体的な動脈に対する採血を練習する機会を増やす」といった具体例は、やや不自然だと思う。","- AI_18_071:I don't think it's supportive to point out the flaws in the record straight away. It's good to advise them to include specific details of the discussion and techniques, but I thought the advice to “give specific examples of the mechanisms and clinical symptoms” in response to the future issue of “investigating whether patients with dementia with Lewy bodies have hyperreflexia or dyskinesia” was a bit off the mark.
- AI_19_100:Feedback is given in line with the record, and specific points are also raised. However, I think that the specific example given as an improvement for the entry “perform arterial blood collection techniques” - “increase opportunities to practice blood collection from specific arteries” - is a little unnatural.","AI_18_071, AI_19_100"
"AI-077","医師としての視点の欠如","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","Lack of a doctor's perspective","- AI_06_050:記録についてのフィードバックがなされている。しかし、改善案や取り組むべきことについては、外科医の観点ではない。","- AI_06_050:The feedback on the record is thorough, but the suggestions for improvement and things to work on are not from the surgeon's perspective.","AI_06_050"
"AI-078","医療に関する指摘の欠損","negative","専門家としての観点の欠如","臨床家としての観点","AI","Lack of expert perspective","Perspective as a clinician","lack of points related to medical care","- AI_16_036:学生の記録内容にの不足している点を明確に指摘しており、改善に役立つ内容となっている印象。具体的にどのように改善する必要があるかわかりやすく例示している点が良い。一方で診察技能に関する具体的な指摘は少なく、より具体的な指摘が欲しい。","- AI_16_036:The points that are lacking in the students' records are clearly pointed out, and the content is useful for improvement. The fact that it clearly shows how improvements need to be made is good. On the other hand, there are few specific points made about examination skills, and I would like to see more specific points.","AI_16_036"
"AI-079","十分な記載に対するとってつけた助言","negative","記載内容に依存したフィードバック品質のぶれ","連続性と一貫性","AI","Variability in feedback quality depending on the content recorded","Continuity and consistency","Advice that is not sufficiently tailored to the content of the description","- AI_11_125:とても優秀な学生さんに思えるので、フィードバックを返す方も困るように思える。若干とってつけたようなないように感じた。素直にベタ褒めするだけで良いフィードバックではないかな？","- AI_11_125:As the student seems to be very good, it seems that the person giving the feedback would have some difficulty. It felt a little like it was just tacked on. I think good feedback is just straightforward praise.","AI_11_125"
"AI-083","型にはまった文章","negative","学生の好みとの不一致","フィードバック基準や基本構造への準拠","AI","Mismatch with student preferences","Adherence to the feedback criteria and structure","Sentences that are too formulaic","- AI_18_078:フィードバックの内容は良いですが、文章が特定の構文に則っており、自然でないと感じました。","- AI_18_078:The feedback is good, but I felt that the sentences were written in a particular way and were not natural.","AI_18_078"
"AI-086","多すぎる指摘項目","negative","冗長すぎる表現","文章量","AI","Overly verbose expressions","Text length","too many points raised","- AI_16_047:単に改善点を指摘するだけでなく、理由も含めて論理的に記載されている印象。根拠も含めて改善点を指摘している点が良い。一方で指摘内容が多いため、最後に内容を要約した記載があるとより分かりやすくなると考える","- AI_16_047:I get the impression that it not only points out areas for improvement, but also includes reasons and is written in a logical way. I think it is good that it points out areas for improvement, including the reasons. On the other hand, because there are so many points, I think it would be easier to understand if there was a summary of the content at the end.","AI_16_047"
"AI-101","実習での行動に対する言及の欠失","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of reference to actions during the practical training","- AI_14_008:実習内容に対してのフィードバックがないので、実習で今後何を改善したらよいのかはわからないが、実習記録の書き方についてはかけている点が端的に指摘されていてわかりやすい。","- AI_14_008:As there is no feedback on the content of the practical training, it is not clear what should be improved in the practical training in the future, but the points that are lacking in the way the practical training is recorded are clearly pointed out, and it is easy to understand.","AI_14_008"
"AI-102","実習での行動に対する言及の欠損","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","Lack of reference to behavior in practical training","- AI_20_114:補足情報としてstage IIを足すことがより具体的な理解を増すのか理解が難しかった。記録についてのフィードバックが主であるので、実習の行動についてのフィードバックがあると良いと感じる。","- AI_20_114:It was difficult to understand whether adding stage II as supplementary information would increase understanding. As the feedback was mainly about the record, I felt that it would be better if there was feedback about the behavior during the practice.","AI_20_114"
"AI-103","実習での行動に対する言及欠失","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","missing reference to behavior in the practical training","- AI_19_089:学生の記載に対して丁寧な指摘がされているように感じた。学生の記載の仕方や内容に対するフィードバックが中心で、今後の実習でどのような行動をとるべきかという視点でのフィードバックは欠けていると思う。","- AI_19_089:I felt that the comments were very detailed and thorough. The feedback was mainly about how the students wrote their reports and the content of their reports, and I think it lacked feedback from the perspective of what kind of actions the students should take in future practical training.","AI_19_089"
"AI-104","実習に関する状況の理解不足","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of understanding of the situation regarding the practical training","- AI_14_005:具体的な手技の名前を書いた方が良いといった改善点を示せている。改善点は手術の方法についての知識は文献というよりは指導医への質問や教科書で調べるものではないかと感じた。","- AI_14_005:The points for improvement suggest that it would be better to write the names of specific techniques. The points for improvement suggest that knowledge of surgical methods should be obtained by asking the supervising doctor or looking them up in a textbook, rather than from literature.","AI_14_005"
"AI-105","実習の状況を踏まえない助言","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","Advice that does not take into account the situation of the practice","- AI_15_026:学生記録の内容に沿ってはいるが、粗雑なフィードバックである印象。患者リストにおいて「自分なりの診断の考え」を書くとよい、と述べているが、これは「評価基準」に含まれていないものであり、また呼吸器外科という診療科の特性を踏まえても不適切な言及である。","- AI_15_026:The impression is that the feedback is crude, although it is in line with the content of the student record. It is stated that it would be good to write “one's own ideas on diagnosis” in the patient list, but this is not included in the “evaluation criteria”, and it is also an inappropriate reference in light of the characteristics of the department of respiratory surgery.","AI_15_026"
"AI-106","実習中の態度・行動への言及欠失","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","omission of reference to attitude and behavior during practical training","- AI_09_092:FBの書き方についてはよく指摘されていますが、あくまでポートフォリオの書き方のみであり、実際の実習中の態度や行動についてはFBできていませんでした
- AI_09_097:ポートフォリオ記載方法について具体的なFBがされています。ただし実習中の行動については限定的です。","- AI_09_092:The way to write FB is often pointed out, but it is only about how to write the portfolio, and it does not actually give feedback on the attitude and behavior during the practical training.
- AI_09_097:Specific feedback is given on how to write the portfolio. However, the feedback is limited to the student's behavior during the practical training.","AI_09_092, AI_09_097"
"AI-107","実習中の態度に対する視点の欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","Lack of perspective on attitude during the practical training","- AI_11_122:記載のない日があることの指摘など、基準に則したフィードバックはなされていた。平均的、という感じ。実習態度などについての記載はなかった。
- AI_11_124:記録された内容について細かなフィードバックを返しており学習者にとっての課題は明確になっている。実習態度、実際の実習に対する他者評価は記載されていないので、その点は不足と考える。","- AI_11_122:The reviewer gave feedback in accordance with the standard, such as pointing out the fact that there were days without descriptions. It was an average-like review. There was no description about the attitude during the practical training.
- AI_11_124:Detailed feedback was given on the content recorded, so the issues for the learner were clear. As there was no description of the learner's attitude during the practical training or of the other people's evaluation of the actual practical training, I think this is a point that needs to be improved.","AI_11_122, AI_11_124"
"AI-108","実習中の態度の変化に対する視点の欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","Lack of perspective on changes in attitude during the practical training","- AI_11_118:記録をもとに不足点についてアドバイスし、次の課題を明確に示している。一方でfeedback2で触れている、実際の実習での態度や実習の間の変化などには触れておらず、実習記録のみに対するフィードバックと感じられる","- AI_11_118:The instructor provides advice on the student's shortcomings based on the record and clearly indicates the next task. On the other hand, it does not mention the attitude during the actual training or any changes during the training, as mentioned in the feedback2, and it seems to be feedback only on the training record.","AI_11_118"
"AI-109","実習中の態度への指摘の欠損","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","Lack of pointing out of attitude during practice","- AI_16_035:学生が記載した記録に対して具体的かつ明示的にフィードバックしている印象である一方、少し機会的に感じる。学生が挙げた課題をうまくまとめて改善案も示唆している点が良い。一方、フィード爆の内容が一般的な内容にとどまっている印象がある。実習中の態度や教員が気がついた点などを指摘する内容になればより良くなると考える。","- AI_16_035:While it gives specific and explicit feedback on the records written by the students, it feels a little opportunistic. It is good that it summarizes the issues raised by the students and suggests improvement plans. On the other hand, it feels like the feedback is limited to general content. I think it would be better if it pointed out things like the students' attitudes during the practical training and things the teachers noticed.","AI_16_035"
"AI-110","実習中内容に対する視点の欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","Lack of perspective on content during the practical training","- AI_11_124:記録された内容について細かなフィードバックを返しており学習者にとっての課題は明確になっている。実習態度、実際の実習に対する他者評価は記載されていないので、その点は不足と考える。","- AI_11_124:Detailed feedback was given on the content recorded, so the issues for the learner were clear. As there was no description of the learner's attitude during the practical training or of the other people's evaluation of the actual practical training, I think this is a point that needs to be improved.","AI_11_124"
"AI-111","実習全体のアウトカムを意識したフィードバックの欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of feedback considering the outcome of the entire training program","- AI_10_109:個々のフィードバックポイントは的確である。個々のポイントを通して、全体のアウトカムを意識したフィードバックも出来るとなお良いと思う。
- AI_10_114:医学生の記録のnext stepを具体的に示す点では非常に優れている。その結果として、実習全体のアウトカムを見据えたフィードバックが出来るとなお良くなると思う。
- AI_10_116:支持的な雰囲気、および医学生の記録のnext stepを示す点では優れている。診療科における目標を事前に与えておいて、それを基準点とした時の評価まで行えるとさらに良くなると考えられる。
- AI_11_117:評価基準を踏まえて一つ一つの記録に対しフィードバックコメントを返している。一方で全体を通しての評価・コメントは見られない。マイクロマネジメントの上手い指導医のコメント、だろうか。","- AI_10_109:The individual feedback points are accurate. I think it would be even better if the feedback also took into account the overall outcome through each of the points.
- AI_10_114:It is very good at specifically showing the next step in the medical student's record. As a result, I think it would be even better if the feedback could be given with an eye to the overall outcome of the practical training.
- AI_10_116:It is excellent in terms of creating a supportive atmosphere and indicating the next step for the medical student's record. It would be even better if the department could give the student a goal in advance and then evaluate the student based on that.
- AI_11_117:The instructor provides feedback comments for each record based on the evaluation criteria. However, there is no overall evaluation or comments. Perhaps this is the comment of a good micro-manager?","AI_10_109, AI_10_114, AI_10_116, AI_11_117"
"AI-112","実習内容との乖離","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","discrepancy with the content of the practical training","- AI_19_086:改善点が箇条書きで示されており、読みやすい。しかし、フィードバックの内容と、実際の実習内容とで若干の乖離があるように思える。救急患者に対するアプローチを学んだという旨の記載に対し、フィードバックは具体的なケースの記載を求めているが、実際に救急患者の対応をしているわけではないと思うので、難しいのではないかと思う。","- AI_19_086:The points for improvement are listed in bullet points, so it's easy to read. However, there seems to be a slight discrepancy between the feedback and the actual content of the practical training. In response to the statement that they have learned how to approach emergency patients, the feedback asks for a description of a specific case, but I don't think they are actually dealing with emergency patients, so I think it may be difficult.","AI_19_086"
"AI-113","実習内容に対する視点の欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of perspective on the content of the training","- AI_11_132:規定に則したフィードバックポイントに沿って評価している。臨床事実に即した実感がfeedback2にはあるのに対して、こちらにはそれがあまりない
- AI_12_135:ポートフォリオの書き方に関してのコメントは具体的でよいが、臨床実習としてのフィードバックがない点は改善したほうがいいと思う。","- AI_11_132:The evaluation is based on the feedback points in the regulations. There is a sense of reality in the feedback2 that is based on clinical facts, but this is not the case here.
- AI_12_135:The comments on how to write the portfolio are specific and good, but I think it would be better if there was feedback on the clinical practice.","AI_11_132, AI_12_135"
"AI-114","実習内容に対する視点の欠損","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of perspective on the content of the practical training","- AI_16_039:記録について細かくフィードバックしている印象。実習の具体的な内容に関するフィードバックはあまりしていないように感じる。記録の記載に関して具体的に指摘し、どのように改善するのが適当か指摘している点は良い。一方で医学的な指摘は薄いと感じるため、学生が認識できていない点を示唆するような内容になるとより良い。","- AI_16_039:The impression is that detailed feedback is given on the records. It seems that not much feedback is given on the specific content of the practical training. It is good that specific points are pointed out regarding the entries in the records and how they can be improved. On the other hand, it seems that there is little medical-related feedback, so it would be better if the content suggested points that the students are not aware of.","AI_16_039"
"AI-115","実習内容に対する言及の欠損","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of reference to practical training content","- AI_20_106:記録の書き方に着目して実習内容や学びに活かされないフィードバックだと感じる。
- AI_20_108:褒める点が抽象的で、多くが指示的な内容になっている。記録の書き方ではなく、実習に関連する内容のアドバイスがある方がよい。","- AI_20_106:I feel that the feedback is not focused on the way the record is written, and is not being used to improve the content of the practical training or learning.
- AI_20_108:The points that are praised are too abstract, and most of the content is directive. It would be better if there was advice on the content related to the practical training, rather than on how to write the record.","AI_20_106, AI_20_108"
"AI-116","実習内容の指摘の欠損","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of pointing out of practical training content","- AI_20_103:不足点の指摘ばかりで実習内容に触れられていないため、実習をみられていない印象を受ける。","- AI_20_103:As it only points out the shortcomings and does not mention the content of the practical training, it gives the impression that the practical training was not observed.","AI_20_103"
"AI-117","実習内容への言及の欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","Lack of reference to the content of the practical training","- AI_04_017:改善点の記載が多い印象。良い点は患者記録について、情報を記載することの重要性を記載している点。このフィードバック表での改善点はありません。しかしスライド内容が記録に記載されていないので仕方がないことだが、スライド内容のフィードバックがないことが改善点ではある。
- AI_13_155:毎日の記録をつけていないが、毎日の記録をつけている点を評価していて違和感を感じる。日々の実習の中から、経験したこと内容をより深く考え内省を促すフィードバックをしている。患者さんとの接し方について問題として挙げている事には言及がないのでフィードバックが必要。","- AI_04_017:There are many points for improvement. The good points are that it describes the importance of recording information in patient records. There are no points for improvement in this feedback form. However, it is inevitable that the content of the slides is not recorded in the records, but the fact that there is no feedback on the content of the slides is a point for improvement.
- AI_13_155:Although the learner does not keep a daily record, the fact that they do keep a daily record is evaluated, and this feels strange. The feedback encourages the learner to think more deeply about the content of their daily practical work and to reflect on it. There is no mention of the issue of how to interact with patients, so feedback is needed.","AI_04_017, AI_13_155"
"AI-118","実習態度に対する視点の欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of perspective on the attitude of the trainee","- AI_13_159:文章が機械的で翻訳調に感じる。良い点を述べた後の正しいくつか改善点が考えられます。という表現。指導医というより文章、論文対策の赤ペン先生。やや重箱の隅を突くような、ピントのズレたフィードバックに感じる。良い点は、実習記録の承認。改善点は、実習態度の評価の追加。
- AI_13_160:正論を記載しているが、学習者もそのように記載することが良いとは認識しつつも実習をこなすためだけに消極的に記載しているように映るので、ややお節介に感じる学習者もいるのではないか。良い点：学習記録の正しい付け方や深め方についてフィードバックしている。改善点：学習態度への言及がないこと。","- AI_13_159:The writing feels mechanical and like a translation. After mentioning the good points, there are some points that could be improved. The expression “rather than a supervising doctor, it is more like a red pen teacher for writing and academic papers. It feels like a bit of nitpicking, and the feedback is a bit off the mark. The good points are the approval of the practical training record. The points for improvement are the addition of an evaluation of the attitude during the practical training.
- AI_13_160:Although the comments are correct, some learners may feel that the comments are a little too involved, as they seem to be written in a way that is only intended to get the learner to complete the practical training, even though the learner is aware that it is good to write in that way. Good points: Feedback on how to correctly keep a learning record and deepen learning. Points for improvement: There is no mention of the learner's attitude.","AI_13_159, AI_13_160"
"AI-119","実習態度への視点の欠如","negative","実習の状況が分からないことによる限界","連続性と一貫性","AI","Limitations due to lack of understanding of the practicum context","Continuity and consistency","lack of perspective on practical training attitude","- AI_13_152:「毎日の記録を丁寧に」と記載があるが、１日分の記録しかなく、フィードバックとしては大袈裟な印象を与え、機械的な印象を受ける。実習内容の記載をより詳細に正確に書くというフィードバックは的確である。改善点は実習態度について触れる。","- AI_13_152:The comment “Carefully record your daily activities” is a little over the top and seems mechanical, as it only refers to a single day's worth of activities. The feedback about writing more detailed and accurate descriptions of the practical training content is accurate. The points for improvement mention the attitude of the trainee.","AI_13_152"
"AI-124","意味としての統合性の破綻","negative","不十分な出力品質","日本語としての品質","AI","Insufficient output quality","Quality of the Japanese language","breakdown of integrity as meaning","- AI_07_053:良いところの具体例が最初に上げられていることはよいと思います。「毎日きちんと記録をつけており」と記載しながら「記載がない日もあるので」と論理が破綻しています。私が見た限りは日付は連続しているため、これはfeedbackが正しいことを言っていないと判断しました。個々のセグメントでは問題なくてもトータルで文章を見たとき違和感が残ります。","- AI_07_053:I think it is good that specific examples of what is good are given at the beginning. The logic breaks down when it says “I keep a record every day” but then says “there are days when there is no record”. As far as I can see, the dates are consecutive, so I judged that this feedback was not correct. Even if there are no problems with each individual segment, there is still a sense of discomfort when looking at the text as a whole.","AI_07_053"
"AI-143","機械的な口調","negative","不十分な出力品質","日本語としての品質","AI","Insufficient output quality","Quality of the Japanese language","Mechanical tone","- AI_16_042:記載内容について詳細にフィードバックされている印象。具体例を示し分かりやすくフィードバックされている点が良い。一方で表現が少し機械的である点をもっと自然な表現に改善できるとより良いと感じる。
- AI_17_054:以下のいくつかの具体的なフィードバックを提供します。という文章がいかにもchatGPT らしい。","- AI_16_042:It is good that the feedback is detailed and specific. It is good that specific examples are given to make the feedback easy to understand. On the other hand, it would be better if the slightly mechanical expressions could be improved to make them more natural.
- AI_17_054:We will provide some specific feedback below. The sentence “I think it would be good to do ~ in order to ~” is very chatGPT-like.","AI_16_042, AI_17_054"
"AI-144","機械的な表現","negative","不十分な出力品質","日本語としての品質","AI","Insufficient output quality","Quality of the Japanese language","mechanical expressions","- AI_18_083:アドバイスは悪くないと思います。ただ、文章が機械的なのと、謎の衍字が気になります。","- AI_18_083:I don't think the advice is bad. However, I am concerned about the mechanical nature of the writing and the mysterious extra characters.","AI_18_083"
"AI-145","機械的な言葉","negative","不十分な出力品質","日本語としての品質","AI","Insufficient output quality","Quality of the Japanese language","Mechanical language","- AI_14_014:具体的に書かれている点をきちんと評価できている。良い点、改善点、頑張りましょうという励ましのサンドイッチが定型的なので、毎日そのような文章だと真剣にフィードバックを読まなくなってしまうかもと感じた。また、もしこれがchatの場合、機械っぽいなと感じてしまう。","- AI_14_014:The points that are written in detail are properly evaluated. The sandwich of good points, points for improvement, and encouragement to do your best is so formulaic that I felt that if it was like that every day, students might stop reading the feedback seriously. Also, if this was a chat, I would feel that it was too mechanical.","AI_14_014"
"AI-146","正確さに欠ける助言","negative","不十分な出力品質","日本語としての品質","AI","Insufficient output quality","Quality of the Japanese language","Advice that lacks accuracy","- AI_07_058:統一感を持たせるとよいとしていますが、それは評価基準にはないことを指摘しています。その基準がない中この記録であれば患者リストとしては私は十分よく書けていると思うので、正確でないfeedbackと判断しました。","- AI_07_058:It is suggested that it would be better to have a sense of unity, but it is pointed out that this is not in the evaluation criteria. In the absence of such criteria, I think that this record is written well enough to be a list of patients, so I judged it to be inaccurate feedback.","AI_07_058"
